box_1_Parle-G-GOLD(Clone) stack 42 Shelf_0 Rack_1_0_0
-10.47396, 0.2744219, 8.284109, 245.9684, 246.8962
-10.47396, 0.529422, 8.284109, 245.9684, 226.8808
box_2_Parle-G(Clone) stack 52 Shelf_0 Rack_1_0_1
-10.27647, 0.7844219, 8.277212, 261.489, 206.9303
-10.4762, 0.7844219, 8.28768, 245.7901, 206.8318
-10.46912, 0.7844219, 8.422789, 246.2353, 205.5848
-10.26939, 0.7844219, 8.412321, 261.662, 205.6799
-10.46912, 0.7844219, 8.422789, 246.2353, 205.5848
-10.46912, 0.5294219, 8.422789, 246.2353, 225.2436
-10.26939, 0.5294219, 8.412321, 261.662, 225.3651
-10.26939, 0.7844219, 8.412321, 261.662, 205.6799
-10.26939, 0.7844219, 8.412321, 261.662, 205.6799
-10.26939, 0.5294219, 8.412321, 261.662, 225.3651
-10.27647, 0.5294219, 8.277212, 261.489, 226.9638
-10.27647, 0.7844219, 8.277212, 261.489, 206.9303
-10.4762, 0.5294219, 8.28768, 245.7901, 226.8379
-10.27647, 0.5294219, 8.277212, 261.489, 226.9638
-10.26939, 0.5294219, 8.412321, 261.662, 225.3651
-10.46912, 0.5294219, 8.422789, 246.2353, 225.2436
-10.4762, 0.7844219, 8.28768, 245.7901, 206.8318
-10.4762, 0.5294219, 8.28768, 245.7901, 226.8379
-10.46912, 0.5294219, 8.422789, 246.2353, 225.2436
-10.46912, 0.7844219, 8.422789, 246.2353, 205.5848
-10.27647, 0.7844219, 8.277212, 261.489, 206.9303
-10.27647, 0.5294219, 8.277212, 261.489, 226.9638
-10.4762, 0.5294219, 8.28768, 245.7901, 226.8379
-10.4762, 0.7844219, 8.28768, 245.7901, 206.8318
box_6_melody(Clone) stack 53 Shelf_0 Rack_1_0_1
-9.898013, 0.2073493, 8.233563, 291.5163, 252.9407
-10.09789, 0.2073493, 8.226583, 275.7559, 253.0493
-10.10627, 0.2073493, 8.466437, 274.018, 249.4314
-9.906389, 0.2073493, 8.473417, 289.2973, 249.3295
-10.10627, 0.2073493, 8.466437, 274.018, 249.4314
-10.10627, 0.01984932, 8.466437, 274.018, 263.8058
-9.906389, 0.01984932, 8.473417, 289.2973, 263.691
-9.906389, 0.2073493, 8.473417, 289.2973, 249.3295
-9.906389, 0.2073493, 8.473417, 289.2973, 249.3295
-9.906389, 0.01984932, 8.473417, 289.2973, 263.691
-9.898013, 0.01984929, 8.233563, 291.5163, 267.7559
-9.898013, 0.2073493, 8.233563, 291.5163, 252.9407
-10.09789, 0.01984929, 8.226583, 275.7559, 267.8781
-9.898013, 0.01984929, 8.233563, 291.5163, 267.7559
-9.906389, 0.01984932, 8.473417, 289.2973, 263.691
-10.10627, 0.01984932, 8.466437, 274.018, 263.8058
-10.09789, 0.2073493, 8.226583, 275.7559, 253.0493
-10.09789, 0.01984929, 8.226583, 275.7559, 267.8781
-10.10627, 0.01984932, 8.466437, 274.018, 263.8058
-10.10627, 0.2073493, 8.466437, 274.018, 249.4314
-9.898013, 0.2073493, 8.233563, 291.5163, 252.9407
-9.898013, 0.01984929, 8.233563, 291.5163, 267.7559
-10.09789, 0.01984929, 8.226583, 275.7559, 267.8781
-10.09789, 0.2073493, 8.226583, 275.7559, 253.0493
box_6_melody(Clone) stack 53 Shelf_0 Rack_1_0_1
-9.894012, 0.3948492, 8.237268, 291.8071, 238.0753
-10.09353, 0.3948492, 8.223317, 276.1167, 238.2649
-10.11027, 0.3948492, 8.462732, 273.7273, 235.1045
-9.910754, 0.3948492, 8.476684, 288.9425, 234.9263
-10.11027, 0.3948492, 8.462732, 273.7273, 235.1045
-10.11027, 0.2073493, 8.462732, 273.7273, 249.4856
-9.910754, 0.2073493, 8.476684, 288.9425, 249.2818
-9.910754, 0.3948492, 8.476684, 288.9425, 234.9263
-9.910754, 0.3948492, 8.476684, 288.9425, 234.9263
-9.910754, 0.2073493, 8.476684, 288.9425, 249.2818
-9.894012, 0.2073492, 8.237268, 291.8071, 252.8832
-9.894012, 0.3948492, 8.237268, 291.8071, 238.0753
-10.09353, 0.2073492, 8.223317, 276.1167, 253.1001
-9.894012, 0.2073492, 8.237268, 291.8071, 252.8832
-9.910754, 0.2073493, 8.476684, 288.9425, 249.2818
-10.11027, 0.2073493, 8.462732, 273.7273, 249.4856
-10.09353, 0.3948492, 8.223317, 276.1167, 238.2649
-10.09353, 0.2073492, 8.223317, 276.1167, 253.1001
-10.11027, 0.2073493, 8.462732, 273.7273, 249.4856
-10.11027, 0.3948492, 8.462732, 273.7273, 235.1045
-9.894012, 0.3948492, 8.237268, 291.8071, 238.0753
-9.894012, 0.2073492, 8.237268, 291.8071, 252.8832
-10.09353, 0.2073492, 8.223317, 276.1167, 253.1001
-10.09353, 0.3948492, 8.223317, 276.1167, 238.2649
box_6_melody(Clone) stack 53 Shelf_0 Rack_1_0_1
-9.900061, 0.5823491, 8.231764, 291.3666, 223.3313
-10.10003, 0.5823491, 8.228273, 275.5788, 223.3719
-10.10422, 0.5823492, 8.468237, 274.1671, 220.663
-9.904249, 0.5823492, 8.471727, 289.4719, 220.6249
-10.10422, 0.5823492, 8.468237, 274.1671, 220.663
-10.10422, 0.3948492, 8.468237, 274.1671, 235.0341
-9.904249, 0.3948492, 8.471727, 289.4719, 234.9895
-9.904249, 0.5823492, 8.471727, 289.4719, 220.6249
-9.904249, 0.5823492, 8.471727, 289.4719, 220.6249
-9.904249, 0.3948492, 8.471727, 289.4719, 234.9895
-9.900061, 0.3948492, 8.231764, 291.3666, 238.15
-9.900061, 0.5823491, 8.231764, 291.3666, 223.3313
-10.10003, 0.3948492, 8.228273, 275.5788, 238.1975
-9.900061, 0.3948492, 8.231764, 291.3666, 238.15
-9.904249, 0.3948492, 8.471727, 289.4719, 234.9895
-10.10422, 0.3948492, 8.468237, 274.1671, 235.0341
-10.10003, 0.5823491, 8.228273, 275.5788, 223.3719
-10.10003, 0.3948492, 8.228273, 275.5788, 238.1975
-10.10422, 0.3948492, 8.468237, 274.1671, 235.0341
-10.10422, 0.5823492, 8.468237, 274.1671, 220.663
-9.900061, 0.5823491, 8.231764, 291.3666, 223.3313
-9.900061, 0.3948492, 8.231764, 291.3666, 238.15
-10.10003, 0.3948492, 8.228273, 275.5788, 238.1975
-10.10003, 0.5823491, 8.228273, 275.5788, 223.3719
box_6_melody(Clone) stack 53 Shelf_0 Rack_1_0_1
-9.910754, 0.7698491, 8.223317, 290.5778, 208.5945
-10.11027, 0.7698491, 8.237268, 274.7282, 208.4594
-10.09353, 0.7698491, 8.476684, 274.9491, 206.2151
-9.894012, 0.7698491, 8.462732, 290.314, 206.3422
-10.09353, 0.7698491, 8.476684, 274.9491, 206.2151
-10.09353, 0.5823491, 8.476684, 274.9491, 220.5707
-9.894012, 0.5823491, 8.462732, 290.314, 220.7233
-9.894012, 0.7698491, 8.462732, 290.314, 206.3422
-9.894012, 0.7698491, 8.462732, 290.314, 206.3422
-9.894012, 0.5823491, 8.462732, 290.314, 220.7233
-9.910754, 0.5823491, 8.223317, 290.5778, 223.4297
-9.910754, 0.7698491, 8.223317, 290.5778, 208.5945
-10.11027, 0.5823491, 8.237268, 274.7282, 223.2673
-9.910754, 0.5823491, 8.223317, 290.5778, 223.4297
-9.894012, 0.5823491, 8.462732, 290.314, 220.7233
-10.09353, 0.5823491, 8.476684, 274.9491, 220.5707
-10.11027, 0.7698491, 8.237268, 274.7282, 208.4594
-10.11027, 0.5823491, 8.237268, 274.7282, 223.2673
-10.09353, 0.5823491, 8.476684, 274.9491, 220.5707
-10.09353, 0.7698491, 8.476684, 274.9491, 206.2151
-9.910754, 0.7698491, 8.223317, 290.5778, 208.5945
-9.910754, 0.5823491, 8.223317, 290.5778, 223.4297
-10.11027, 0.5823491, 8.237268, 274.7282, 223.2673
-10.11027, 0.7698491, 8.237268, 274.7282, 208.4594
box_3_Hareli(Clone) stack 54 Shelf_0 Rack_1_0_1
-9.521131, 0.1692639, 8.245385, 321.169, 255.762
-9.720856, 0.1692639, 8.234918, 305.5026, 255.9285
-9.732369, 0.1692639, 8.454616, 302.777, 252.5287
-9.532644, 0.1692639, 8.465083, 318.0073, 252.3715
-9.732369, 0.1692639, 8.454616, 302.777, 252.5287
-9.732369, 0.01926387, 8.454616, 302.777, 264.0456
-9.532644, 0.01926387, 8.465083, 318.0073, 263.873
-9.532644, 0.1692639, 8.465083, 318.0073, 252.3715
-9.532644, 0.1692639, 8.465083, 318.0073, 252.3715
-9.532644, 0.01926387, 8.465083, 318.0073, 263.873
-9.521131, 0.01926387, 8.245385, 321.169, 267.5957
-9.521131, 0.1692639, 8.245385, 321.169, 255.762
-9.720856, 0.01926387, 8.234918, 305.5026, 267.7785
-9.521131, 0.01926387, 8.245385, 321.169, 267.5957
-9.532644, 0.01926387, 8.465083, 318.0073, 263.873
-9.732369, 0.01926387, 8.454616, 302.777, 264.0456
-9.720856, 0.1692639, 8.234918, 305.5026, 255.9285
-9.720856, 0.01926387, 8.234918, 305.5026, 267.7785
-9.732369, 0.01926387, 8.454616, 302.777, 264.0456
-9.732369, 0.1692639, 8.454616, 302.777, 252.5287
-9.521131, 0.1692639, 8.245385, 321.169, 255.762
-9.521131, 0.01926387, 8.245385, 321.169, 267.5957
-9.720856, 0.01926387, 8.234918, 305.5026, 267.7785
-9.720856, 0.1692639, 8.234918, 305.5026, 255.9285
box_3_Hareli(Clone) stack 54 Shelf_0 Rack_1_0_1
-9.51932, 0.3192639, 8.247244, 321.2919, 243.9017
-9.718833, 0.3192639, 8.233293, 305.6764, 244.1018
-9.734179, 0.3192639, 8.452757, 302.653, 241.037
-9.534667, 0.3192639, 8.466708, 317.836, 240.848
-9.734179, 0.3192639, 8.452757, 302.653, 241.037
-9.734179, 0.1692639, 8.452757, 302.653, 252.5567
-9.534667, 0.1692639, 8.466708, 317.836, 252.3471
-9.534667, 0.3192639, 8.466708, 317.836, 240.848
-9.534667, 0.3192639, 8.466708, 317.836, 240.848
-9.534667, 0.1692639, 8.466708, 317.836, 252.3471
-9.51932, 0.1692638, 8.247244, 321.2919, 255.7325
-9.51932, 0.3192639, 8.247244, 321.2919, 243.9017
-9.718833, 0.1692638, 8.233293, 305.6764, 255.9543
-9.51932, 0.1692638, 8.247244, 321.2919, 255.7325
-9.534667, 0.1692639, 8.466708, 317.836, 252.3471
-9.734179, 0.1692639, 8.452757, 302.653, 252.5567
-9.718833, 0.3192639, 8.233293, 305.6764, 244.1018
-9.718833, 0.1692638, 8.233293, 305.6764, 255.9543
-9.734179, 0.1692639, 8.452757, 302.653, 252.5567
-9.734179, 0.3192639, 8.452757, 302.653, 241.037
-9.51932, 0.3192639, 8.247244, 321.2919, 243.9017
-9.51932, 0.1692638, 8.247244, 321.2919, 255.7325
-9.718833, 0.1692638, 8.233293, 305.6764, 255.9543
-9.718833, 0.3192639, 8.233293, 305.6764, 244.1018
box_3_Hareli(Clone) stack 54 Shelf_0 Rack_1_0_1
-9.51409, 0.4692639, 8.253007, 321.6426, 231.9974
-9.712599, 0.4692639, 8.228633, 306.2096, 232.3089
-9.73941, 0.4692639, 8.446994, 302.2972, 229.5872
-9.540901, 0.4692639, 8.471368, 317.3121, 229.2928
-9.73941, 0.4692639, 8.446994, 302.2972, 229.5872
-9.73941, 0.3192639, 8.446994, 302.2972, 241.1153
-9.540901, 0.3192639, 8.471368, 317.3121, 240.7851
-9.540901, 0.4692639, 8.471368, 317.3121, 229.2928
-9.540901, 0.4692639, 8.471368, 317.3121, 229.2928
-9.540901, 0.3192639, 8.471368, 317.3121, 240.7851
-9.51409, 0.3192639, 8.253007, 321.6426, 243.8192
-9.51409, 0.4692639, 8.253007, 321.6426, 231.9974
-9.712599, 0.3192639, 8.228633, 306.2096, 244.1688
-9.51409, 0.3192639, 8.253007, 321.6426, 243.8192
-9.540901, 0.3192639, 8.471368, 317.3121, 240.7851
-9.73941, 0.3192639, 8.446994, 302.2972, 241.1153
-9.712599, 0.4692639, 8.228633, 306.2096, 232.3089
-9.712599, 0.3192639, 8.228633, 306.2096, 244.1688
-9.73941, 0.3192639, 8.446994, 302.2972, 241.1153
-9.73941, 0.4692639, 8.446994, 302.2972, 229.5872
-9.51409, 0.4692639, 8.253007, 321.6426, 231.9974
-9.51409, 0.3192639, 8.253007, 321.6426, 243.8192
-9.712599, 0.3192639, 8.228633, 306.2096, 244.1688
-9.712599, 0.4692639, 8.228633, 306.2096, 232.3089
box_3_Hareli(Clone) stack 54 Shelf_0 Rack_1_0_1
-9.522972, 0.6192639, 8.243557, 321.0432, 220.2814
-9.72285, 0.6192639, 8.236577, 305.3307, 220.3597
-9.730528, 0.6192639, 8.456444, 302.9037, 217.9587
-9.53065, 0.6192639, 8.463424, 318.1767, 217.8846
-9.730528, 0.6192639, 8.456444, 302.9037, 217.9587
-9.730528, 0.4692639, 8.456444, 302.9037, 229.4729
-9.53065, 0.4692639, 8.463424, 318.1767, 229.3886
-9.53065, 0.6192639, 8.463424, 318.1767, 217.8846
-9.53065, 0.6192639, 8.463424, 318.1767, 217.8846
-9.53065, 0.4692639, 8.463424, 318.1767, 229.3886
-9.522972, 0.4692638, 8.243557, 321.0432, 232.118
-9.522972, 0.6192639, 8.243557, 321.0432, 220.2814
-9.72285, 0.4692638, 8.236577, 305.3307, 232.2072
-9.522972, 0.4692638, 8.243557, 321.0432, 232.118
-9.53065, 0.4692639, 8.463424, 318.1767, 229.3886
-9.730528, 0.4692639, 8.456444, 302.9037, 229.4729
-9.72285, 0.6192639, 8.236577, 305.3307, 220.3597
-9.72285, 0.4692638, 8.236577, 305.3307, 232.2072
-9.730528, 0.4692639, 8.456444, 302.9037, 229.4729
-9.730528, 0.6192639, 8.456444, 302.9037, 217.9587
-9.522972, 0.6192639, 8.243557, 321.0432, 220.2814
-9.522972, 0.4692638, 8.243557, 321.0432, 232.118
-9.72285, 0.4692638, 8.236577, 305.3307, 232.2072
-9.72285, 0.6192639, 8.236577, 305.3307, 220.3597
box_3_Hareli(Clone) stack 54 Shelf_0 Rack_1_0_1
-9.538795, 0.7692638, 8.23015, 319.9355, 208.5745
-9.7377, 0.7692638, 8.251056, 304.0358, 208.3725
-9.714705, 0.7692638, 8.469851, 304.0085, 206.3222
-9.5158, 0.7692638, 8.448945, 319.4627, 206.5131
-9.714705, 0.7692638, 8.469851, 304.0085, 206.3222
-9.714705, 0.6192638, 8.469851, 304.0085, 217.8166
-9.5158, 0.6192638, 8.448945, 319.4627, 218.0383
-9.5158, 0.7692638, 8.448945, 319.4627, 206.5131
-9.5158, 0.7692638, 8.448945, 319.4627, 206.5131
-9.5158, 0.6192638, 8.448945, 319.4627, 218.0383
-9.538795, 0.6192638, 8.23015, 319.9355, 220.432
-9.538795, 0.7692638, 8.23015, 319.9355, 208.5745
-9.7377, 0.6192638, 8.251056, 304.0358, 220.1973
-9.538795, 0.6192638, 8.23015, 319.9355, 220.432
-9.5158, 0.6192638, 8.448945, 319.4627, 218.0383
-9.714705, 0.6192638, 8.469851, 304.0085, 217.8166
-9.7377, 0.7692638, 8.251056, 304.0358, 208.3725
-9.7377, 0.6192638, 8.251056, 304.0358, 220.1973
-9.714705, 0.6192638, 8.469851, 304.0085, 217.8166
-9.714705, 0.7692638, 8.469851, 304.0085, 206.3222
-9.538795, 0.7692638, 8.23015, 319.9355, 208.5745
-9.538795, 0.6192638, 8.23015, 319.9355, 220.432
-9.7377, 0.6192638, 8.251056, 304.0358, 220.1973
-9.7377, 0.7692638, 8.251056, 304.0358, 208.3725
box_1_Parle-G-GOLD(Clone) stack 55 Shelf_0 Rack_1_0_1
-9.128753, 0.1916559, 8.247414, 352.0944, 253.9638
-9.328722, 0.1916559, 8.243923, 336.367, 254.0184
-9.332364, 0.1916559, 8.452587, 333.5134, 250.8396
-9.132395, 0.1916559, 8.456078, 348.8223, 250.7878
-9.332364, 0.1916559, 8.452587, 333.5134, 250.8396
-9.332364, 0.01915592, 8.452587, 333.5134, 264.0874
-9.132395, 0.01915592, 8.456078, 348.8223, 264.0298
-9.132395, 0.1916559, 8.456078, 348.8223, 250.7878
-9.132395, 0.1916559, 8.456078, 348.8223, 250.7878
-9.132395, 0.01915592, 8.456078, 348.8223, 264.0298
-9.128753, 0.01915589, 8.247414, 352.0944, 267.5689
-9.128753, 0.1916559, 8.247414, 352.0944, 253.9638
-9.328722, 0.01915589, 8.243923, 336.367, 267.6298
-9.128753, 0.01915589, 8.247414, 352.0944, 267.5689
-9.132395, 0.01915592, 8.456078, 348.8223, 264.0298
-9.332364, 0.01915592, 8.452587, 333.5134, 264.0874
-9.328722, 0.1916559, 8.243923, 336.367, 254.0184
-9.328722, 0.01915589, 8.243923, 336.367, 267.6298
-9.332364, 0.01915592, 8.452587, 333.5134, 264.0874
-9.332364, 0.1916559, 8.452587, 333.5134, 250.8396
-9.128753, 0.1916559, 8.247414, 352.0944, 253.9638
-9.128753, 0.01915589, 8.247414, 352.0944, 267.5689
-9.328722, 0.01915589, 8.243923, 336.367, 267.6298
-9.328722, 0.1916559, 8.243923, 336.367, 254.0184
box_1_Parle-G-GOLD(Clone) stack 55 Shelf_0 Rack_1_0_1
-9.128753, 0.3641559, 8.247414, 352.0944, 240.3586
-9.328722, 0.3641559, 8.243923, 336.367, 240.407
-9.332364, 0.3641559, 8.452587, 333.5134, 237.5917
-9.132395, 0.3641559, 8.456078, 348.8223, 237.5459
-9.332364, 0.3641559, 8.452587, 333.5134, 237.5917
-9.332364, 0.1916559, 8.452587, 333.5134, 250.8396
-9.132395, 0.1916559, 8.456078, 348.8223, 250.7878
-9.132395, 0.3641559, 8.456078, 348.8223, 237.5459
-9.132395, 0.3641559, 8.456078, 348.8223, 237.5459
-9.132395, 0.1916559, 8.456078, 348.8223, 250.7878
-9.128753, 0.1916559, 8.247414, 352.0944, 253.9638
-9.128753, 0.3641559, 8.247414, 352.0944, 240.3586
-9.328722, 0.1916559, 8.243923, 336.367, 254.0184
-9.128753, 0.1916559, 8.247414, 352.0944, 253.9638
-9.132395, 0.1916559, 8.456078, 348.8223, 250.7878
-9.332364, 0.1916559, 8.452587, 333.5134, 250.8396
-9.328722, 0.3641559, 8.243923, 336.367, 240.407
-9.328722, 0.1916559, 8.243923, 336.367, 254.0184
-9.332364, 0.1916559, 8.452587, 333.5134, 250.8396
-9.332364, 0.3641559, 8.452587, 333.5134, 237.5917
-9.128753, 0.3641559, 8.247414, 352.0944, 240.3586
-9.128753, 0.1916559, 8.247414, 352.0944, 253.9638
-9.328722, 0.1916559, 8.243923, 336.367, 254.0184
-9.328722, 0.3641559, 8.243923, 336.367, 240.407
box_1_Parle-G-GOLD(Clone) stack 55 Shelf_0 Rack_1_0_1
-9.120199, 0.5366558, 8.256677, 352.6318, 226.6419
-9.319103, 0.5366558, 8.235771, 337.2302, 226.8941
-9.340918, 0.5366558, 8.443324, 332.9667, 224.4499
-9.142014, 0.5366558, 8.46423, 347.9713, 224.2109
-9.340918, 0.5366558, 8.443324, 332.9667, 224.4499
-9.340918, 0.3641559, 8.443324, 332.9667, 237.7135
-9.142014, 0.3641559, 8.46423, 347.9713, 237.439
-9.142014, 0.5366558, 8.46423, 347.9713, 224.2109
-9.142014, 0.5366558, 8.46423, 347.9713, 224.2109
-9.142014, 0.3641559, 8.46423, 347.9713, 237.439
-9.120199, 0.3641559, 8.256677, 352.6318, 240.2305
-9.120199, 0.5366558, 8.256677, 352.6318, 226.6419
-9.319103, 0.3641559, 8.235771, 337.2302, 240.5201
-9.120199, 0.3641559, 8.256677, 352.6318, 240.2305
-9.142014, 0.3641559, 8.46423, 347.9713, 237.439
-9.340918, 0.3641559, 8.443324, 332.9667, 237.7135
-9.319103, 0.5366558, 8.235771, 337.2302, 226.8941
-9.319103, 0.3641559, 8.235771, 337.2302, 240.5201
-9.340918, 0.3641559, 8.443324, 332.9667, 237.7135
-9.340918, 0.5366558, 8.443324, 332.9667, 224.4499
-9.120199, 0.5366558, 8.256677, 352.6318, 226.6419
-9.120199, 0.3641559, 8.256677, 352.6318, 240.2305
-9.319103, 0.3641559, 8.235771, 337.2302, 240.5201
-9.319103, 0.5366558, 8.235771, 337.2302, 226.8941
box_1_Parle-G-GOLD(Clone) stack 55 Shelf_0 Rack_1_0_1
-9.136157, 0.7091558, 8.240561, 351.6109, 213.2188
-9.335882, 0.7091558, 8.251029, 335.7125, 213.1112
-9.32496, 0.7091558, 8.459439, 333.9996, 211.0293
-9.125235, 0.7091558, 8.448972, 349.4714, 211.1312
-9.32496, 0.7091558, 8.459439, 333.9996, 211.0293
-9.32496, 0.5366558, 8.459439, 333.9996, 224.2656
-9.125235, 0.5366558, 8.448972, 349.4714, 224.3852
-9.125235, 0.7091558, 8.448972, 349.4714, 211.1312
-9.125235, 0.7091558, 8.448972, 349.4714, 211.1312
-9.125235, 0.5366558, 8.448972, 349.4714, 224.3852
-9.136157, 0.5366558, 8.240561, 351.6109, 226.8362
-9.136157, 0.7091558, 8.240561, 351.6109, 213.2188
-9.335882, 0.5366558, 8.251029, 335.7125, 226.7099
-9.136157, 0.5366558, 8.240561, 351.6109, 226.8362
-9.125235, 0.5366558, 8.448972, 349.4714, 224.3852
-9.32496, 0.5366558, 8.459439, 333.9996, 224.2656
-9.335882, 0.7091558, 8.251029, 335.7125, 213.1112
-9.335882, 0.5366558, 8.251029, 335.7125, 226.7099
-9.32496, 0.5366558, 8.459439, 333.9996, 224.2656
-9.32496, 0.7091558, 8.459439, 333.9996, 211.0293
-9.136157, 0.7091558, 8.240561, 351.6109, 213.2188
-9.136157, 0.5366558, 8.240561, 351.6109, 226.8362
-9.335882, 0.5366558, 8.251029, 335.7125, 226.7099
-9.335882, 0.7091558, 8.251029, 335.7125, 213.1112
box_1_Parle-G-GOLD(Clone) stack 55 Shelf_0 Rack_1_0_1
-9.125235, 0.8816558, 8.251029, 352.3185, 199.5125
-9.32496, 0.8816558, 8.240561, 336.7066, 199.6014
-9.335882, 0.8816558, 8.448972, 333.2863, 197.8772
-9.136157, 0.8816558, 8.459439, 348.4868, 197.7931
-9.335882, 0.8816558, 8.448972, 333.2863, 197.8772
-9.335882, 0.7091558, 8.448972, 333.2863, 211.1312
-9.136157, 0.7091558, 8.459439, 348.4868, 211.0293
-9.136157, 0.8816558, 8.459439, 348.4868, 197.7931
-9.136157, 0.8816558, 8.459439, 348.4868, 197.7931
-9.136157, 0.7091558, 8.459439, 348.4868, 211.0293
-9.125235, 0.7091558, 8.251029, 352.3185, 213.1112
-9.125235, 0.8816558, 8.251029, 352.3185, 199.5125
-9.32496, 0.7091558, 8.240561, 336.7066, 213.2188
-9.125235, 0.7091558, 8.251029, 352.3185, 213.1112
-9.136157, 0.7091558, 8.459439, 348.4868, 211.0293
-9.335882, 0.7091558, 8.448972, 333.2863, 211.1312
-9.32496, 0.8816558, 8.240561, 336.7066, 199.6014
-9.32496, 0.7091558, 8.240561, 336.7066, 213.2188
-9.335882, 0.7091558, 8.448972, 333.2863, 211.1312
-9.335882, 0.8816558, 8.448972, 333.2863, 197.8772
-9.125235, 0.8816558, 8.251029, 352.3185, 199.5125
-9.125235, 0.7091558, 8.251029, 352.3185, 213.1112
-9.32496, 0.7091558, 8.240561, 336.7066, 213.2188
-9.32496, 0.8816558, 8.240561, 336.7066, 199.6014
box_3_Hareli(Clone) stack 56 Shelf_1 Rack_1_0_1
-10.28432, 1.353857, 8.249134, 260.9495, 162.2943
-10.48356, 1.353857, 8.231704, 245.251, 162.3569
-10.50273, 1.353857, 8.450867, 243.6309, 161.5893
-10.30349, 1.353857, 8.468297, 258.8935, 161.5301
-10.50273, 1.353857, 8.450867, 243.6309, 161.5893
-10.50273, 1.203857, 8.450867, 243.6309, 173.1117
-10.30349, 1.203857, 8.468297, 258.8935, 173.0269
-10.30349, 1.353857, 8.468297, 258.8935, 161.5301
-10.30349, 1.353857, 8.468297, 258.8935, 161.5301
-10.30349, 1.203857, 8.468297, 258.8935, 173.0269
-10.28432, 1.203857, 8.249134, 260.9495, 174.1221
-10.28432, 1.353857, 8.249134, 260.9495, 162.2943
-10.48356, 1.203857, 8.231704, 245.251, 174.212
-10.28432, 1.203857, 8.249134, 260.9495, 174.1221
-10.30349, 1.203857, 8.468297, 258.8935, 173.0269
-10.50273, 1.203857, 8.450867, 243.6309, 173.1117
-10.48356, 1.353857, 8.231704, 245.251, 162.3569
-10.48356, 1.203857, 8.231704, 245.251, 174.212
-10.50273, 1.203857, 8.450867, 243.6309, 173.1117
-10.50273, 1.353857, 8.450867, 243.6309, 161.5893
-10.28432, 1.353857, 8.249134, 260.9495, 162.2943
-10.28432, 1.203857, 8.249134, 260.9495, 174.1221
-10.48356, 1.203857, 8.231704, 245.251, 174.212
-10.48356, 1.353857, 8.231704, 245.251, 162.3569
box_3_Hareli(Clone) stack 56 Shelf_1 Rack_1_0_1
-10.30557, 1.503857, 8.23015, 259.322, 150.505
-10.50448, 1.503857, 8.251056, 243.5886, 150.4625
-10.48148, 1.503857, 8.469851, 245.2505, 150.0304
-10.28258, 1.503857, 8.448945, 260.5475, 150.0706
-10.48148, 1.503857, 8.469851, 245.2505, 150.0304
-10.48148, 1.353857, 8.469851, 245.2505, 161.5249
-10.28258, 1.353857, 8.448945, 260.5475, 161.5959
-10.28258, 1.503857, 8.448945, 260.5475, 150.0706
-10.28258, 1.503857, 8.448945, 260.5475, 150.0706
-10.28258, 1.353857, 8.448945, 260.5475, 161.5959
-10.30557, 1.353857, 8.23015, 259.322, 162.3625
-10.30557, 1.503857, 8.23015, 259.322, 150.505
-10.50448, 1.353857, 8.251056, 243.5886, 162.2874
-10.30557, 1.353857, 8.23015, 259.322, 162.3625
-10.28258, 1.353857, 8.448945, 260.5475, 161.5959
-10.48148, 1.353857, 8.469851, 245.2505, 161.5249
-10.50448, 1.503857, 8.251056, 243.5886, 150.4625
-10.50448, 1.353857, 8.251056, 243.5886, 162.2874
-10.48148, 1.353857, 8.469851, 245.2505, 161.5249
-10.48148, 1.503857, 8.469851, 245.2505, 150.0304
-10.30557, 1.503857, 8.23015, 259.322, 150.505
-10.30557, 1.353857, 8.23015, 259.322, 162.3625
-10.50448, 1.353857, 8.251056, 243.5886, 162.2874
-10.50448, 1.503857, 8.251056, 243.5886, 150.4625
box_3_Hareli(Clone) stack 56 Shelf_1 Rack_1_0_1
-10.30349, 1.653857, 8.231704, 259.4822, 138.6468
-10.50273, 1.653857, 8.249134, 243.7271, 138.6385
-10.48356, 1.653857, 8.468297, 245.0923, 138.5366
-10.28432, 1.653857, 8.450867, 260.4084, 138.5445
-10.48356, 1.653857, 8.468297, 245.0923, 138.5366
-10.48356, 1.503857, 8.468297, 245.0923, 150.0334
-10.28432, 1.503857, 8.450867, 260.4084, 150.0669
-10.28432, 1.653857, 8.450867, 260.4084, 138.5445
-10.28432, 1.653857, 8.450867, 260.4084, 138.5445
-10.28432, 1.503857, 8.450867, 260.4084, 150.0669
-10.30349, 1.503857, 8.231704, 259.4822, 150.5019
-10.30349, 1.653857, 8.231704, 259.4822, 138.6468
-10.50273, 1.503857, 8.249134, 243.7271, 150.4664
-10.30349, 1.503857, 8.231704, 259.4822, 150.5019
-10.28432, 1.503857, 8.450867, 260.4084, 150.0669
-10.48356, 1.503857, 8.468297, 245.0923, 150.0334
-10.50273, 1.653857, 8.249134, 243.7271, 138.6385
-10.50273, 1.503857, 8.249134, 243.7271, 150.4664
-10.48356, 1.503857, 8.468297, 245.0923, 150.0334
-10.48356, 1.653857, 8.468297, 245.0923, 138.5366
-10.30349, 1.653857, 8.231704, 259.4822, 138.6468
-10.30349, 1.503857, 8.231704, 259.4822, 150.5019
-10.50273, 1.503857, 8.249134, 243.7271, 150.4664
-10.50273, 1.653857, 8.249134, 243.7271, 138.6385
box_3_Hareli(Clone) stack 56 Shelf_1 Rack_1_0_1
